Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Credit_Score,Age,Existing_Loans,Property_Area,Debt_to_Income,Loan_Status
Male,Yes,2,Graduate,No,52657,0,18.9,180.0,,559,29,1,Rural,0.1994,Y
Male,Yes,1,Not Graduate,No,66559,65569,13.0,360.0,1.0,775,33,1,Urban,0.0273,Y
Female,Yes,0,Graduate,No,38300,25749,9.5,360.0,1.0,850,32,0,Semiurban,0.0412,Y
Female,Yes,2,Not Graduate,No,31755,13245,31.1,300.0,1.0,775,21,0,Semiurban,0.2304,Y
Male,Yes,0,Not Graduate,No,49832,0,3.2,240.0,1.0,685,56,0,Urban,0.0268,Y
Male,No,2,Graduate,No,44397,0,13.1,360.0,1.0,746,33,0,Semiurban,0.082,Y
Male,Yes,0,Not Graduate,No,73259,0,9.0,360.0,1.0,782,36,0,Semiurban,0.0341,Y
Male,No,0,Graduate,No,12000,0,21.9,360.0,1.0,720,45,0,Urban,0.5069,N
Female,Yes,0,Graduate,No,28019,0,5.4,360.0,1.0,828,53,3,Semiurban,0.0535,Y
Male,Yes,0,Not Graduate,No,58735,0,27.9,360.0,1.0,608,25,0,Semiurban,0.1319,Y
Male,Yes,1,Not Graduate,No,45489,28938,29.8,360.0,1.0,674,42,1,Urban,0.1112,Y
Male,Yes,1,Graduate,No,64603,0,7.5,360.0,1.0,751,25,1,Urban,0.0322,Y
Male,Yes,0,Graduate,Yes,50565,0,,360.0,1.0,773,42,1,Semiurban,0.1236,Y
Male,No,0,Graduate,Yes,41466,0,27.4,360.0,1.0,661,41,0,Urban,0.1835,Y
Female,Yes,0,Graduate,No,38134,0,35.3,360.0,1.0,669,33,1,Rural,0.2571,Y
Female,No,1,Graduate,No,141850,0,8.3,300.0,1.0,650,41,1,Urban,0.0195,Y
Female,Yes,1,Graduate,Yes,95557,11549,7.6,360.0,1.0,643,41,3,Urban,0.0197,Y
Male,No,0,Graduate,No,56826,0,49.5,360.0,1.0,757,37,0,Urban,0.242,Y
Female,Yes,1,Not Graduate,No,46131,0,12.3,300.0,1.0,707,36,1,Semiurban,0.0889,Y
Female,No,0,Graduate,No,58050,0,14.6,120.0,1.0,827,23,2,Semiurban,0.2096,Y
Female,Yes,3+,Graduate,No,67065,13937,29.4,300.0,1.0,612,26,0,Semiurban,0.121,Y
Male,No,3+,Not Graduate,No,54689,0,10.0,360.0,1.0,696,31,2,Urban,0.0508,Y
Male,No,1,Not Graduate,No,30464,0,17.1,360.0,1.0,776,27,0,Rural,0.1559,Y
Male,Yes,3+,Not Graduate,No,108256,0,34.3,240.0,1.0,741,32,0,Urban,0.132,Y
Male,Yes,2,Graduate,No,50167,20244,8.6,120.0,1.0,611,37,3,Urban,0.1018,Y
Male,Yes,,Graduate,Yes,121414,5878,14.9,360.0,,814,39,0,Urban,0.0325,Y
Male,No,1,Graduate,No,48707,0,10.2,360.0,1.0,719,44,1,Urban,0.0582,Y
Male,Yes,0,Graduate,Yes,39229,0,12.6,180.0,1.0,850,40,0,Urban,0.1784,Y
Female,Yes,0,Graduate,No,88616,9605,,360.0,1.0,698,39,0,Urban,0.1157,Y
Male,Yes,0,Graduate,Yes,51565,37158,46.7,360.0,0.0,694,44,3,Urban,0.1462,N
Male,Yes,1,Graduate,No,47416,0,23.4,360.0,0.0,558,28,0,Rural,0.1371,N
Female,No,0,Graduate,No,24339,0,27.6,360.0,1.0,689,29,0,Urban,0.315,Y
Female,Yes,0,Graduate,No,61704,0,27.2,300.0,1.0,754,34,0,Rural,0.1469,Y
Female,Yes,0,Graduate,Yes,34660,17704,13.4,360.0,1.0,557,30,0,Semiurban,0.0711,Y
Female,No,0,Graduate,No,35458,0,23.2,360.0,1.0,528,21,0,Urban,0.1817,Y
Male,Yes,1,Graduate,Yes,34708,15596,9.2,360.0,1.0,649,44,1,Semiurban,0.0508,Y
Female,No,3+,Graduate,Yes,55244,0,11.3,,0.0,473,27,1,Semiurban,0.1136,N
Male,,1,Graduate,No,20585,25416,19.1,360.0,1.0,507,58,0,Urban,0.1153,Y
Male,Yes,1,Graduate,No,39918,12985,10.6,360.0,1.0,777,40,1,Rural,0.0557,Y
Male,Yes,1,Graduate,Yes,72413,8031,9.4,360.0,1.0,639,21,1,Semiurban,0.0325,Y
Male,No,0,Graduate,No,23793,0,13.1,360.0,1.0,679,45,2,Rural,0.1529,Y
Male,Yes,0,Not Graduate,No,48361,0,40.0,120.0,1.0,723,38,2,Rural,0.6892,Y
Female,Yes,2,Graduate,No,32348,17793,51.1,240.0,1.0,755,41,3,Urban,0.4246,Y
Female,Yes,0,Graduate,No,36249,72505,19.7,240.0,1.0,735,33,0,Urban,0.0755,Y
Male,Yes,0,Not Graduate,No,101476,16174,28.5,300.0,1.0,728,28,0,Urban,0.0807,Y
Male,,2,Graduate,No,19434,0,14.3,360.0,1.0,752,22,1,Rural,0.2044,Y
Female,Yes,0,Graduate,No,65044,31495,5.8,120.0,1.0,665,24,0,Rural,0.0501,Y
Female,No,0,Graduate,No,34928,0,11.8,300.0,1.0,646,23,2,Semiurban,0.1126,Y
,Yes,0,Not Graduate,No,34070,11906,16.7,360.0,1.0,501,34,0,Urban,0.1009,Y
Female,No,0,Graduate,No,25444,0,21.9,360.0,1.0,767,37,0,Urban,0.2391,Y
Male,Yes,0,Graduate,No,64663,32441,18.9,360.0,1.0,648,21,0,Rural,0.0541,Y
Male,Yes,0,Graduate,No,40308,0,17.0,360.0,1.0,850,48,1,Rural,0.1172,Y
Female,Yes,1,Graduate,No,37842,7238,14.2,300.0,1.0,776,40,1,Urban,0.105,Y
Male,No,2,Graduate,No,46860,0,24.7,240.0,1.0,796,65,2,Urban,0.2196,Y
Male,Yes,0,Not Graduate,No,40736,13810,8.9,120.0,0.0,654,34,0,Urban,0.136,N
Female,No,2,Graduate,No,16312,0,32.5,360.0,1.0,758,63,1,Urban,0.5534,Y
Female,No,0,Graduate,Yes,34703,0,14.1,300.0,1.0,753,46,1,Rural,0.1354,Y
Male,Yes,0,Graduate,No,69405,55608,69.4,300.0,1.0,761,21,2,Semiurban,0.185,Y
Male,Yes,0,Graduate,No,20883,16830,16.6,180.0,1.0,726,25,0,Semiurban,0.2445,Y
Male,Yes,1,Not Graduate,No,25720,0,15.1,240.0,1.0,655,41,0,Semiurban,0.2446,Y
Female,Yes,0,Graduate,No,35832,15864,14.3,240.0,1.0,604,21,0,Urban,0.1153,Y
Male,,1,Graduate,No,30859,0,15.1,360.0,1.0,748,28,2,Urban,0.1359,Y
Male,No,2,Graduate,No,43742,0,28.9,360.0,1.0,826,21,0,Rural,0.1835,Y
Female,Yes,0,Graduate,No,25680,16959,19.6,120.0,1.0,699,62,0,Semiurban,0.3831,Y
Male,Yes,1,Graduate,Yes,36537,29973,36.3,240.0,0.0,604,50,2,Urban,0.2274,N
Male,Yes,3+,Not Graduate,Yes,43304,0,26.5,360.0,,591,34,0,Urban,0.17,Y
Male,Yes,0,Graduate,No,61357,17921,20.5,120.0,1.0,669,55,3,Urban,0.2155,N
,No,0,Not Graduate,No,82652,0,,360.0,1.0,599,52,0,Urban,0.0844,Y
Male,Yes,1,Graduate,No,38919,12178,41.2,300.0,1.0,606,52,1,Semiurban,0.2688,Y
Male,No,1,Not Graduate,No,114009,0,29.8,360.0,1.0,719,32,1,Semiurban,0.0726,Y
Female,Yes,0,Graduate,No,40459,13352,23.8,360.0,1.0,705,35,0,Semiurban,0.1229,Y
Male,Yes,0,Graduate,No,67133,17269,25.9,240.0,1.0,781,26,0,Rural,0.1279,Y
Male,Yes,0,Not Graduate,No,116513,45763,10.1,180.0,1.0,779,37,1,Semiurban,0.0346,Y
Male,Yes,0,Graduate,No,47556,37235,94.0,360.0,0.0,511,29,1,Urban,0.3079,N
Male,Yes,0,Not Graduate,No,22320,69484,27.6,360.0,1.0,536,26,2,Urban,0.0835,Y
Male,No,,Graduate,No,46418,0,29.3,360.0,1.0,625,50,0,Rural,0.1753,Y
Male,No,2,Graduate,No,32669,0,19.7,360.0,1.0,646,45,1,Semiurban,0.1675,Y
Male,Yes,0,Not Graduate,No,38669,92967,5.1,360.0,1.0,760,28,0,Urban,0.0108,Y
Male,Yes,1,Graduate,No,119669,33106,17.1,240.0,1.0,765,48,1,Semiurban,0.0466,Y
Female,Yes,2,Graduate,Yes,24068,19766,21.0,300.0,1.0,706,41,1,Semiurban,0.1597,Y
Female,No,0,Graduate,No,51546,0,12.3,240.0,0.0,657,35,0,Rural,0.0994,Y
Female,Yes,0,Graduate,Yes,28599,24972,12.2,180.0,1.0,850,55,0,Rural,0.1265,Y
Female,No,0,Graduate,No,38032,0,16.4,360.0,0.0,579,41,0,Semiurban,0.1198,N
Male,Yes,2,Graduate,No,64371,0,31.9,180.0,1.0,689,58,1,Semiurban,0.2753,Y
Female,Yes,0,Graduate,No,52004,68783,42.7,180.0,1.0,634,44,1,Urban,0.1964,Y
Male,No,3+,Graduate,No,39636,0,22.3,300.0,0.0,619,45,0,Semiurban,0.1875,N
Female,Yes,0,Graduate,No,32052,25045,14.3,180.0,1.0,812,26,3,Rural,0.1391,Y
Female,Yes,0,Graduate,No,51950,0,16.2,240.0,1.0,665,32,2,Semiurban,0.1299,Y
Female,Yes,0,Not Graduate,No,104177,13653,21.3,180.0,0.0,555,54,1,Semiurban,0.1004,N
Female,Yes,0,Graduate,No,28263,0,22.9,360.0,1.0,663,51,1,Rural,0.2251,Y
Male,Yes,2,Graduate,No,115362,12650,26.1,360.0,1.0,606,34,0,Urban,0.0566,Y
Male,No,3+,Not Graduate,No,80801,0,15.4,360.0,1.0,722,23,0,Urban,0.0529,Y
Male,No,0,Not Graduate,No,87963,0,27.6,360.0,1.0,725,56,1,Semiurban,0.0872,Y
Female,Yes,3+,Graduate,No,51752,38308,26.3,360.0,1.0,706,50,0,Rural,0.0811,Y
Male,No,2,Graduate,No,79663,0,15.8,240.0,0.0,756,25,0,Rural,0.0826,Y
Female,Yes,0,Graduate,Yes,26785,14681,7.2,360.0,1.0,746,25,1,Semiurban,0.0482,Y
Female,Yes,,Graduate,No,31760,59378,11.8,360.0,1.0,610,58,0,Rural,0.036,Y
Male,Yes,0,Not Graduate,No,65050,62395,51.4,240.0,1.0,767,32,0,Semiurban,0.168,Y
Female,Yes,1,Not Graduate,Yes,51427,0,7.3,360.0,0.0,559,33,0,Urban,0.0394,N
Female,,0,Not Graduate,No,41184,21925,44.3,300.0,0.0,560,31,1,Rural,0.234,N
Female,No,1,Graduate,No,12692,0,7.1,120.0,1.0,694,42,1,Urban,0.4661,Y
Female,Yes,0,Graduate,No,35677,0,12.6,180.0,1.0,684,23,0,Urban,0.1962,Y
Male,Yes,2,Not Graduate,No,24661,0,16.0,300.0,0.0,614,41,0,Urban,0.2163,N
Female,Yes,2,Graduate,No,56770,37959,58.5,360.0,0.0,780,23,0,Urban,0.1715,N
Female,No,0,Graduate,No,40312,0,20.4,300.0,1.0,677,23,0,Urban,0.1687,Y
Male,No,0,Graduate,No,32398,0,17.7,360.0,1.0,718,23,0,Urban,0.1518,Y
Male,Yes,0,Graduate,No,166284,21326,11.5,180.0,1.0,731,23,0,Urban,0.0341,Y
Female,Yes,1,Graduate,No,74540,54713,27.5,300.0,1.0,664,46,0,Urban,0.0709,Y
Male,Yes,0,Not Graduate,No,75202,15038,14.8,180.0,0.0,554,46,2,Semiurban,0.0911,N
Female,Yes,1,Graduate,Yes,133400,29718,17.5,360.0,1.0,799,36,3,Rural,0.0298,Y
Female,Yes,0,Graduate,Yes,66244,20813,16.2,360.0,1.0,664,31,1,Rural,0.0517,Y
Male,Yes,0,Graduate,No,30168,42684,30.9,300.0,1.0,630,53,0,Rural,0.1414,Y
Male,,0,Graduate,No,28454,28650,31.7,360.0,0.0,750,46,1,Semiurban,0.1542,N
Female,Yes,0,Graduate,No,71858,39385,11.8,360.0,1.0,602,25,1,Semiurban,0.0295,Y
Male,Yes,2,Graduate,No,15840,14981,13.8,120.0,1.0,790,42,0,Urban,0.3731,Y
Male,No,3+,Graduate,Yes,42664,0,13.0,300.0,1.0,692,41,0,Urban,0.1016,Y
Male,No,0,Not Graduate,No,14979,0,22.4,360.0,0.0,481,46,0,Semiurban,0.4154,N
Male,Yes,0,Graduate,No,46603,0,34.6,360.0,1.0,676,68,0,Semiurban,0.2062,Y
Female,Yes,0,Not Graduate,Yes,67985,22499,22.6,360.0,1.0,690,29,1,Rural,0.0694,Y
Male,Yes,1,Graduate,No,51006,0,5.4,300.0,0.0,443,44,0,Semiurban,0.0353,N
Female,Yes,0,Graduate,No,70902,0,31.7,300.0,1.0,749,54,0,Urban,0.149,Y
Male,No,1,Graduate,No,118470,0,8.9,120.0,1.0,739,57,1,Rural,0.0626,Y
Male,Yes,3+,Graduate,Yes,41284,13675,13.1,360.0,1.0,679,40,0,Semiurban,0.0662,Y
Female,No,0,Graduate,No,180561,0,22.6,360.0,1.0,753,24,0,Rural,0.0348,Y
Female,No,2,Graduate,No,49332,0,19.1,360.0,0.0,608,21,2,Rural,0.1075,N
Male,Yes,0,Graduate,No,71295,7275,33.9,360.0,1.0,826,47,0,Urban,0.1198,Y
Male,Yes,0,Graduate,No,32678,0,13.9,300.0,0.0,493,42,0,Urban,0.1418,N
Male,Yes,0,Graduate,No,99674,34602,11.2,120.0,1.0,684,39,0,Urban,0.0695,Y
Male,Yes,0,Graduate,No,74672,69365,16.7,360.0,1.0,800,41,0,Urban,0.0322,Y
Female,Yes,0,Graduate,No,92570,0,36.1,300.0,0.0,639,49,1,Urban,0.13,N
Male,Yes,0,Graduate,No,45581,22452,29.3,360.0,0.0,383,44,0,Semiurban,0.1196,N
Male,No,0,Graduate,No,23678,0,21.2,240.0,1.0,560,42,1,Rural,0.373,N
Male,Yes,0,Graduate,Yes,55837,24068,44.5,180.0,1.0,710,31,0,Rural,0.3094,Y
Female,Yes,1,Graduate,No,18987,9847,39.9,180.0,1.0,850,49,2,Semiurban,0.7687,N
Female,Yes,3+,Graduate,Yes,37493,13027,32.2,360.0,1.0,671,32,3,Urban,0.177,Y
Male,No,0,Graduate,No,48803,0,9.9,360.0,0.0,648,49,0,Urban,0.0563,Y
Female,Yes,0,Not Graduate,No,145599,16261,32.1,360.0,1.0,717,34,0,Semiurban,0.0551,Y
Male,No,0,Graduate,Yes,52014,0,17.8,360.0,1.0,762,44,1,Urban,0.0951,Y
Male,Yes,2,Not Graduate,No,47561,19782,15.8,240.0,1.0,806,57,0,Rural,0.0978,Y
Female,Yes,1,Graduate,No,42980,8449,13.3,240.0,1.0,795,45,0,Rural,0.1078,Y
Female,Yes,0,Not Graduate,No,22674,49904,18.1,240.0,1.0,792,54,0,Urban,0.1039,Y
Female,Yes,0,Graduate,No,46301,8772,13.8,300.0,1.0,655,34,0,Semiurban,0.0835,Y
Male,No,0,Not Graduate,No,46697,0,22.2,360.0,1.0,696,39,0,Urban,0.1321,Y
Male,Yes,0,Graduate,No,27329,19153,18.1,360.0,0.0,637,34,1,Semiurban,0.1082,N
Female,No,3+,Graduate,No,24505,0,22.9,360.0,1.0,753,21,0,Urban,0.2596,Y
Male,Yes,2,Graduate,No,34864,15237,28.0,360.0,1.0,764,50,0,Urban,0.1552,Y
Male,Yes,0,Graduate,No,45820,0,16.8,360.0,0.0,431,44,0,Semiurban,0.1018,N
Male,Yes,0,Not Graduate,No,35285,24683,12.9,360.0,1.0,818,43,1,Semiurban,0.0598,Y
Female,Yes,0,Not Graduate,No,26227,18963,6.0,240.0,0.0,437,52,2,Semiurban,0.0553,N
Male,No,0,Not Graduate,Yes,51258,0,31.9,360.0,1.0,642,26,1,Semiurban,0.1729,Y
Male,No,2,Graduate,No,58072,0,21.1,360.0,1.0,728,23,3,Semiurban,0.1009,Y
Female,Yes,0,Graduate,No,47129,9485,18.1,360.0,1.0,707,52,0,Rural,0.0888,Y
Male,Yes,0,Graduate,No,33473,6599,40.6,240.0,0.0,718,37,0,Rural,0.4221,N
Male,Yes,0,Not Graduate,No,59720,0,9.3,300.0,1.0,605,40,2,Rural,0.0519,Y
Male,Yes,2,Graduate,No,40325,23693,20.8,300.0,,677,22,0,Rural,0.1083,Y
Male,Yes,1,Graduate,No,24476,24883,11.3,180.0,0.0,413,54,2,Semiurban,0.1272,N
Male,Yes,0,Graduate,Yes,74468,12741,29.8,300.0,0.0,602,45,1,Semiurban,0.1139,N
Male,Yes,0,Graduate,No,52932,41291,5.3,240.0,0.0,571,32,3,Urban,0.0234,N
Female,Yes,0,Not Graduate,No,41788,15162,32.5,300.0,1.0,598,61,0,Urban,0.1902,Y
Male,,3+,Graduate,Yes,20221,3133,31.7,180.0,1.0,828,23,0,Rural,0.7541,N
Female,Yes,0,Graduate,No,30564,14810,,360.0,1.0,807,34,0,Rural,0.0704,Y
Female,Yes,0,Graduate,No,121696,18088,20.9,240.0,1.0,716,49,0,Semiurban,0.0623,Y
,Yes,0,Not Graduate,Yes,20865,19554,11.7,300.0,1.0,812,51,2,Semiurban,0.0965,Y
Female,No,2,Graduate,No,39118,0,26.0,120.0,1.0,702,22,0,Urban,0.5539,Y
Male,Yes,0,Graduate,No,43995,14024,32.9,240.0,1.0,774,35,1,Urban,0.2363,Y
Female,Yes,0,Graduate,No,52064,13107,11.0,360.0,0.0,668,46,1,Semiurban,0.0469,N
Male,Yes,1,Graduate,No,20982,17880,9.2,180.0,1.0,614,54,0,Semiurban,0.1315,Y
Male,Yes,1,Graduate,Yes,48392,6962,38.8,360.0,1.0,749,53,3,Rural,0.1947,N
Female,No,1,Graduate,No,19091,0,64.4,120.0,1.0,725,46,3,Urban,2.811,N
Female,Yes,2,Not Graduate,No,46570,0,27.0,300.0,1.0,618,39,1,Semiurban,0.1933,Y
Female,No,,Not Graduate,No,32010,0,28.2,360.0,1.0,595,36,3,Urban,0.2447,N
Male,No,0,Graduate,No,28769,0,16.5,360.0,1.0,755,43,0,Rural,0.1593,Y
Female,Yes,3+,Not Graduate,No,67333,18418,22.4,,0.0,565,54,0,Rural,0.0871,N
Male,Yes,0,Graduate,No,39427,9552,24.8,360.0,0.0,458,36,0,Semiurban,0.1406,N
Male,No,1,Graduate,Yes,56210,0,18.0,360.0,1.0,762,35,3,Rural,0.089,Y
Male,Yes,1,Graduate,No,57149,11812,45.1,,1.0,794,51,1,Semiurban,0.2725,Y
Female,Yes,0,Graduate,,83699,29607,22.3,360.0,1.0,605,50,2,Urban,0.0547,Y
Male,Yes,0,Graduate,No,24243,60416,24.1,360.0,1.0,710,33,0,Semiurban,0.0791,Y
Male,Yes,2,Graduate,No,70228,22876,18.2,180.0,1.0,847,23,0,Urban,0.1086,Y
Female,Yes,2,Not Graduate,No,44722,0,19.4,360.0,0.0,508,21,1,Semiurban,0.1205,N
Male,Yes,1,Graduate,No,36715,0,41.7,240.0,0.0,744,39,0,Rural,0.4732,N
Male,No,0,Graduate,No,24969,0,21.9,300.0,1.0,681,26,2,Rural,0.2924,Y
Male,Yes,0,Graduate,No,60072,0,22.2,300.0,1.0,704,48,0,Urban,0.1232,Y
Female,No,0,Graduate,No,27970,0,22.4,360.0,1.0,584,21,1,Urban,0.2225,N
Male,Yes,0,Graduate,No,57463,50982,16.1,360.0,1.0,588,56,1,Urban,0.0412,Y
Male,Yes,0,Graduate,Yes,116298,0,8.6,240.0,0.0,531,34,1,Urban,0.0308,Y
Female,Yes,3+,Not Graduate,No,72402,25038,51.6,300.0,1.0,790,29,1,Urban,0.1765,Y
Female,Yes,2,Not Graduate,No,88940,12603,38.1,180.0,1.0,850,32,0,Semiurban,0.2084,Y
Male,Yes,1,Graduate,No,30961,6655,,180.0,0.0,825,28,3,Semiurban,0.6277,N
Female,Yes,0,Graduate,Yes,64950,77021,10.6,360.0,1.0,699,55,0,Rural,0.0207,Y
Female,No,0,Not Graduate,No,25032,0,47.8,360.0,1.0,678,45,0,Urban,0.5304,Y
Female,Yes,3+,Graduate,No,39469,6093,65.4,300.0,,621,39,1,Urban,0.4785,Y
Male,Yes,0,Graduate,No,105941,77457,37.6,180.0,1.0,810,25,1,Urban,0.1139,Y
Female,No,0,Graduate,No,32731,0,54.0,300.0,1.0,645,37,3,Urban,0.5499,N
Male,No,0,Graduate,No,77318,0,32.4,240.0,1.0,689,30,2,Urban,0.1746,Y
Male,Yes,2,Not Graduate,No,73705,0,12.1,360.0,0.0,635,21,0,Urban,0.0456,N
Male,Yes,2,Graduate,Yes,75915,0,27.2,180.0,,751,30,0,Semiurban,0.1991,Y
Male,No,0,Graduate,No,23541,0,10.9,300.0,1.0,655,45,0,Rural,0.1543,Y
Male,Yes,2,Graduate,Yes,57676,15169,,360.0,1.0,701,33,0,Semiurban,0.0534,Y
Female,Yes,0,Graduate,No,41015,40675,24.3,360.0,,537,36,0,Semiurban,0.0826,Y
Male,Yes,0,Not Graduate,No,76439,12434,22.4,180.0,0.0,515,49,1,Urban,0.14,N
Male,No,2,Graduate,No,19390,0,26.5,180.0,0.0,498,47,2,Rural,0.7592,N
Male,Yes,2,Graduate,No,53311,0,6.9,360.0,1.0,578,60,3,Urban,0.036,Y
Male,No,1,Not Graduate,No,49672,0,18.3,300.0,1.0,743,21,0,Urban,0.1228,Y
Female,Yes,1,Graduate,No,16398,17346,27.9,360.0,1.0,688,29,1,Urban,0.2297,Y
Male,No,2,Graduate,No,28489,0,31.5,360.0,0.0,488,48,1,Urban,0.3071,N
Male,Yes,2,Graduate,No,17764,6283,32.7,300.0,1.0,599,43,1,Semiurban,0.4533,N
Male,Yes,2,Graduate,Yes,30848,0,23.4,240.0,1.0,598,39,0,Rural,0.3161,Y
Male,No,1,Graduate,No,58373,0,16.0,240.0,1.0,655,31,0,Rural,0.1142,Y
Male,Yes,3+,Graduate,No,48907,13453,27.1,360.0,1.0,811,40,2,Urban,0.1207,Y
Female,Yes,3+,Graduate,No,48276,0,16.8,360.0,1.0,649,40,1,Semiurban,0.0967,Y
Female,Yes,0,Not Graduate,No,26374,0,34.5,360.0,1.0,760,21,1,Semiurban,0.3633,N
Male,Yes,2,Graduate,No,77670,30066,26.0,300.0,1.0,850,40,2,Rural,0.0804,Y
Female,Yes,0,Graduate,No,43940,20990,19.4,240.0,1.0,725,32,0,Semiurban,0.1245,Y
Female,No,0,Graduate,No,45110,0,12.7,300.0,1.0,641,47,0,Semiurban,0.0938,Y
Female,Yes,1,Not Graduate,No,70983,0,39.3,360.0,1.0,702,42,0,Semiurban,0.1538,Y
Male,Yes,0,Graduate,No,27020,27070,28.1,360.0,1.0,706,60,1,Semiurban,0.1443,Y
Male,Yes,0,Not Graduate,No,49726,0,70.9,300.0,1.0,850,38,0,Urban,0.4753,Y
Male,Yes,2,Graduate,No,54816,0,27.5,300.0,1.0,554,26,1,Urban,0.1672,Y
Female,No,,Not Graduate,No,33766,0,29.0,360.0,0.0,690,21,0,Semiurban,0.2386,N
Female,Yes,0,Graduate,Yes,61463,0,8.3,300.0,1.0,553,28,0,Rural,0.045,Y
Male,Yes,3+,Graduate,No,56306,47603,,360.0,0.0,663,42,2,Semiurban,0.0647,N
Male,No,0,Graduate,No,42168,0,16.6,300.0,1.0,673,45,0,Rural,0.1312,Y
Female,Yes,0,Not Graduate,No,41520,41004,33.0,240.0,1.0,850,31,0,Urban,0.1666,Y
Female,No,0,Graduate,Yes,57629,0,24.6,240.0,1.0,771,33,2,Semiurban,0.1779,Y
Female,No,0,Graduate,No,65791,0,36.3,180.0,0.0,642,39,1,Urban,0.3065,N
Female,No,1,Graduate,No,45773,0,72.2,120.0,1.0,625,42,0,Rural,1.3144,N
Male,Yes,2,Not Graduate,No,77660,17961,12.4,240.0,1.0,850,49,0,Urban,0.054,Y
Female,No,0,Not Graduate,No,61652,0,35.4,240.0,0.0,843,32,0,Semiurban,0.2392,N
Female,No,2,Graduate,Yes,18138,0,30.3,240.0,1.0,850,30,1,Urban,0.696,N
Male,Yes,0,Graduate,No,21973,35705,65.9,180.0,0.0,500,60,0,Semiurban,0.6347,N
Male,Yes,0,Graduate,No,80107,13401,30.7,300.0,1.0,693,58,2,Rural,0.1094,Y
Female,Yes,1,Not Graduate,No,39207,24418,28.8,360.0,1.0,603,32,1,Urban,0.1257,Y
Male,Yes,1,Not Graduate,No,48151,0,33.5,360.0,0.0,535,51,0,Rural,0.1933,N
Female,Yes,1,Graduate,Yes,78405,0,34.9,300.0,1.0,736,62,1,Rural,0.1484,Y
Female,Yes,0,Graduate,,44214,20284,48.1,120.0,1.0,776,52,0,Urban,0.6215,Y
Female,Yes,0,Not Graduate,Yes,45190,0,12.3,300.0,1.0,758,30,0,Rural,0.0907,Y
Male,Yes,0,Not Graduate,No,28728,50174,15.9,360.0,1.0,555,39,1,Urban,0.056,Y
Male,Yes,0,Graduate,No,53370,63841,56.9,300.0,1.0,707,21,0,Urban,0.1618,Y
Female,Yes,1,Graduate,No,59472,34735,6.2,240.0,1.0,757,27,1,Semiurban,0.0274,Y
Male,No,0,Graduate,No,33225,0,19.1,360.0,1.0,795,38,2,Semiurban,0.1597,Y
Female,Yes,2,Graduate,,27973,40051,22.0,240.0,1.0,749,40,3,Urban,0.1348,Y
Female,Yes,0,Graduate,No,164908,31139,18.1,360.0,1.0,754,30,1,Urban,0.0256,Y
Male,Yes,0,Graduate,No,42342,60998,51.9,360.0,1.0,689,21,3,Rural,0.1395,Y
Male,Yes,0,Graduate,No,31513,8814,26.7,360.0,1.0,734,40,0,Semiurban,0.1839,Y
Male,No,0,Graduate,No,63152,0,15.9,360.0,1.0,850,46,1,Urban,0.0699,Y
Male,No,2,Graduate,No,43244,0,13.7,240.0,0.0,699,46,0,Semiurban,0.132,N
Female,Yes,0,Graduate,No,25774,17837,23.8,360.0,1.0,743,36,0,Urban,0.1516,Y
Female,No,0,Not Graduate,No,56474,0,40.4,300.0,0.0,656,37,1,Urban,0.2385,N
Female,Yes,2,Graduate,No,28953,10091,21.8,300.0,1.0,717,41,0,Semiurban,0.1861,Y
Female,Yes,1,Graduate,No,97561,31318,18.5,180.0,1.0,716,42,0,Semiurban,0.0797,Y
Male,,0,Graduate,No,56798,14604,13.2,240.0,1.0,796,37,0,Urban,0.077,Y
Female,No,0,Not Graduate,No,38621,0,25.1,360.0,1.0,656,21,0,Rural,0.1805,Y
Female,Yes,1,Not Graduate,No,46848,25344,24.3,300.0,1.0,698,53,0,Urban,0.1122,Y
,No,3+,Graduate,No,69678,0,13.0,300.0,1.0,587,33,0,Semiurban,0.0622,Y
Female,No,2,Not Graduate,No,48678,0,37.2,300.0,1.0,780,25,0,Urban,0.2547,Y
Male,Yes,0,Graduate,Yes,128163,20826,55.9,360.0,1.0,806,34,2,Semiurban,0.1042,Y
Female,Yes,3+,Not Graduate,No,78271,10355,20.7,300.0,1.0,764,39,0,Urban,0.0779,Y
Male,No,0,Graduate,No,56602,0,24.1,360.0,1.0,689,31,0,Semiurban,0.1183,Y
Male,Yes,0,Graduate,No,27764,10289,10.4,360.0,1.0,706,32,0,Semiurban,0.0759,Y
Male,Yes,2,Graduate,No,41215,26143,31.3,360.0,1.0,723,34,0,Urban,0.1291,Y
Female,Yes,0,Graduate,No,56356,29665,26.5,360.0,1.0,809,42,0,Urban,0.0856,Y
Female,Yes,0,Graduate,Yes,29395,0,16.5,360.0,1.0,803,29,1,Semiurban,0.1559,Y
Female,Yes,0,Not Graduate,Yes,84687,12997,12.9,300.0,0.0,461,42,3,Urban,0.044,N
Female,Yes,0,Not Graduate,No,27253,31431,60.9,240.0,1.0,631,23,1,Semiurban,0.4324,N
Male,Yes,1,Graduate,No,32254,23841,25.3,360.0,1.0,749,60,2,Semiurban,0.1253,Y
Female,Yes,,Graduate,No,33485,0,11.6,240.0,0.0,470,50,2,Semiurban,0.1443,N
